TFRecord	6.658207e-14	9.1098955e-06	0.99999094	3.6283562e-28	2	2	True
TFRecord	2.2743665e-14	8.621698e-14	1.7144032e-10	1.0	3	3	True
TFRecord	0.9999943	2.7314027e-09	5.6959775e-06	3.7322918e-22	0	2	False
TFRecord	2.6428043e-21	6.98793e-28	1.0	8.02385e-34	2	2	True
TFRecord	3.5504904e-08	1.0	8.2570105e-12	2.2206861e-17	1	1	True
TFRecord	0.31716183	1.5816536e-10	0.68283814	2.0676622e-11	2	2	True
TFRecord	1.2656772e-22	1.0	3.2604068e-27	2.1533252e-23	1	1	True
TFRecord	1.0	1.2918897e-10	3.6200756e-08	2.3477474e-19	0	0	True
TFRecord	2.6093857e-21	1.0	4.2440353e-15	2.3337466e-19	1	1	True
TFRecord	2.3508865e-17	1.0	1.8128657e-09	3.7248804e-19	1	1	True
TFRecord	1.6624452e-06	0.113425866	0.8865725	7.5846396e-10	2	3	False
TFRecord	3.7885223e-11	1.0	9.324048e-16	4.0590368e-11	1	3	False
TFRecord	6.111835e-14	1.0	1.9412238e-15	5.5049392e-24	1	2	False
TFRecord	9.599171e-15	3.708663e-10	1.0	0.0	2	2	True
TFRecord	2.6309424e-08	2.6452444e-14	4.1407233e-10	1.0	3	0	False
TFRecord	1.1655611e-29	1.0	4.7453743e-31	7.9073845e-33	1	1	True
TFRecord	1.0212157e-27	2.550037e-22	1.0	2.0281212e-33	2	2	True
TFRecord	6.6733096e-06	0.0019197507	1.549191e-26	0.9980736	3	3	True
TFRecord	2.2965176e-38	1.0	4.476695e-32	3.2205086e-32	1	1	True
TFRecord	1.7618962e-23	1.0128264e-15	1.0	3.5857626e-35	2	2	True
TFRecord	1.6742372e-14	0.99999154	1.7827956e-20	8.442784e-06	1	1	True
TFRecord	0.422646	0.5773537	2.552989e-07	3.9483424e-15	1	1	True
TFRecord	1.663441e-30	1.1500318e-15	2.5473043e-30	1.0	3	3	True
TFRecord	2.1533038e-20	1.0	1.1347311e-16	1.2819091e-18	1	1	True
TFRecord	4.1342086e-23	1.0	7.2791754e-19	2.6757352e-19	1	1	True
TFRecord	8.525007e-18	3.1026555e-17	1.0	7.3242537e-31	2	2	True
TFRecord	0.0	1.0	2.5400326e-33	4.1678306e-36	1	1	True
TFRecord	0.5478345	0.45216548	8.831733e-13	2.1675929e-10	0	0	True
TFRecord	1.2575379e-09	1.0	1.5183047e-16	1.2811408e-12	1	0	False
TFRecord	1.0653167e-12	1.9036314e-17	2.6382094e-30	1.0	3	3	True
TFRecord	5.3690944e-17	1.811882e-11	5.6649707e-24	1.0	3	3	True
TFRecord	1.8966983e-21	2.6865267e-18	2.3487256e-25	1.0	3	3	True
TFRecord	1.0	6.54409e-16	1.0367774e-23	4.9495834e-09	0	0	True
TFRecord	0.0	5.4048393e-21	1.0	0.0	2	2	True
TFRecord	0.9999962	6.2048995e-17	1.6279127e-27	3.7853247e-06	0	0	True
TFRecord	1.9649036e-27	2.2723602e-24	1.0	1.0593681e-26	2	2	True
TFRecord	0.00043987646	0.99956006	1.6699533e-25	1.4078443e-28	1	1	True
TFRecord	1.2113262e-05	3.983137e-19	6.324087e-33	0.99998784	3	3	True
TFRecord	1.0	2.6210032e-17	7.376379e-16	1.0061198e-27	0	0	True
TFRecord	0.9999999	1.7000586e-07	3.728467e-24	2.202498e-31	0	0	True
