TFRecord	4.591975e-24	1.0	1.2754222e-25	7.820806e-26	1	1	True
TFRecord	7.487136e-05	2.985587e-09	0.99992514	1.540506e-08	2	2	True
TFRecord	7.246026e-23	7.784342e-34	0.0	1.0	3	3	True
TFRecord	1.5447376e-12	1.0	1.8086021e-26	4.701925e-18	1	1	True
TFRecord	2.9131654e-08	1.0	5.8008468e-21	5.3968886e-28	1	1	True
TFRecord	0.7230529	6.2308134e-19	0.2769471	7.215189e-14	0	0	True
TFRecord	2.4893302e-08	1.0	1.489868e-11	1.4199837e-18	1	1	True
TFRecord	2.8452156e-23	1.4990796e-20	2.1331344e-35	1.0	3	3	True
TFRecord	1.0	7.354624e-18	1.2099859e-08	1.0534691e-17	0	0	True
TFRecord	2.2139576e-13	5.772539e-09	1.8624612e-22	1.0	3	3	True
TFRecord	0.0065817856	1.144444e-13	0.9934182	5.560258e-15	2	2	True
TFRecord	1.4380581e-13	1.0197015e-12	1.0	6.6846414e-19	2	2	True
TFRecord	9.75616e-11	7.0250184e-23	3.7201678e-33	1.0	3	3	True
TFRecord	1.0	3.3437317e-17	8.208846e-24	2.926498e-23	0	0	True
TFRecord	1.7849e-21	0.9957146	1.1901212e-20	0.00428542	1	3	False
TFRecord	3.77393e-16	0.0	5.839703e-28	1.0	3	3	True
TFRecord	1.0	1.2491613e-09	2.753273e-38	8.5989236e-17	0	0	True
TFRecord	4.1326406e-19	2.8994522e-30	6.512849e-27	1.0	3	3	True
TFRecord	1.0	3.557858e-35	0.0	2.6223703e-27	0	0	True
TFRecord	1.0220812e-34	3.337287e-15	1.0	4.579052e-30	2	2	True
TFRecord	2.3611803e-37	1.0	2.101191e-22	2.0657336e-25	1	1	True
TFRecord	6.896254e-12	1.0	4.1368076e-10	1.4330521e-29	1	1	True
TFRecord	9.723193e-21	2.2448083e-08	5.211052e-26	1.0	3	3	True
TFRecord	1.096107e-18	1.1847442e-19	1.0	1.5488331e-19	2	2	True
TFRecord	2.092863e-30	6.6428545e-33	1.0	5.4818043e-24	2	2	True
TFRecord	1.27887085e-11	6.380413e-16	1.0	2.5825466e-23	2	2	True
TFRecord	0.0	6.988644e-22	1.0	9.849815e-30	2	2	True
TFRecord	4.0718564e-14	2.5213617e-26	0.0	1.0	3	1	False
TFRecord	3.6948435e-08	0.0005527281	8.402859e-20	0.9994473	3	1	False
TFRecord	2.3686553e-05	1.5086844e-13	0.9999707	5.654277e-06	2	2	True
TFRecord	0.00859109	0.31496808	0.67644083	2.4105621e-24	2	2	True
TFRecord	0.015141192	1.7042343e-10	0.9848588	9.457868e-15	2	0	False
TFRecord	0.10555003	5.1023073e-27	0.0	0.89444995	3	0	False
TFRecord	1.0	1.3925844e-23	0.0	3.0879502e-20	0	0	True
TFRecord	8.093239e-17	1.6952952e-26	2.2295858e-36	1.0	3	3	True
TFRecord	1.0	5.5907207e-21	5.980974e-12	2.0827495e-14	0	0	True
TFRecord	1.4263304e-10	1.0	2.9488935e-12	2.928053e-36	1	1	True
TFRecord	0.0028527076	0.014531524	0.9826157	8.909424e-08	2	1	False
TFRecord	1.0	9.415868e-17	5.899175e-19	8.869915e-33	0	0	True
TFRecord	1.0	1.6056122e-26	6.746556e-20	1.5747816e-23	0	0	True
